Geo_Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.79870763436741, 2.071847005929401;"{""coordinates"": [2.071847005929401, 48.79870763436741], ""type"": ""Point""}";813;Saint-Cyr;Saint-Cyr;;;73731;Saint-Cyr;46990;Saint-Cyr;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;631823.8462;6855803.801;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Saint-Cyr
48.800718462942605, 2.1713898127563778;"{""coordinates"": [2.171389812756378, 48.800718462942605], ""type"": ""Point""}";915;Viroflay Rive Gauche;Viroflay Rive Gauche;;;63923;Viroflay Rive Gauche;462388;Viroflay Rive Gauche;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;639137.6827;6855946.035;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Viroflay Rive Gauche
48.800718462942605, 2.1713898127563778;"{""coordinates"": [2.171389812756378, 48.800718462942605], ""type"": ""Point""}";916;Viroflay Rive Gauche;Viroflay Rive Gauche;;;63923;Viroflay Rive Gauche;462388;Viroflay Rive Gauche;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;639137.6827;6855946.035;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Viroflay Rive Gauche
48.51515145321966, 2.5993042659192627;"{""coordinates"": [2.599304265919263, 48.51515145321966], ""type"": ""Point""}";921;Vosves;Vosves;;;61850;Vosves;47967;Vosves;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;670406.944;6823953.601;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Vosves
48.70661093477736, 2.48424255643507;"{""coordinates"": [2.48424255643507, 48.70661093477736], ""type"": ""Point""}";924;Yerres;Yerres;;;63044;Yerres;43226;Yerres;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;662048.2876;6845287.304;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Yerres
48.81838763864073, 2.2920618145543177;"{""coordinates"": [2.292061814554318, 48.81838763864073], ""type"": ""Point""}";872;Vanves-Malakoff;Vanves-Malakoff;;;70584;Vanves - Malakoff;43214;Vanves - Malakoff;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;648018.5282;6857824.359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Vanves-Malakoff
48.83664331711109, 2.152697400276264;"{""coordinates"": [2.152697400276264, 48.83664331711109], ""type"": ""Point""}";876;Vaucresson;Vaucresson;;;70705;Vaucresson;43216;Vaucresson;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;637807.6191;6859954.904;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Vaucresson
48.98144596848976, 1.9831433520864978;"{""coordinates"": [1.983143352086498, 48.98144596848976], ""type"": ""Point""}";883;Vernouillet-Verneuil;Vernouillet-Verneuil;;;65691;Vernouillet - Verneuil;47964;Vernouillet - Verneuil;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;625570.2612;6876202.579;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Vernouillet-Verneuil
48.9441810650541, 2.5664480169630006;"{""coordinates"": [2.566448016963001, 48.9441810650541], ""type"": ""Point""}";889;Vert-Galant;Vert-Galant;;;73482;Vert Galant;46222;Vert Galant;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;0;668242.3008;6871666.439;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Vert-Galant
48.73983069851549, 2.426399820474823;"{""coordinates"": [2.426399820474823, 48.73983069851549], ""type"": ""Point""}";899;Villeneuve-le-Roi;Villeneuve-le-Roi;;;69625;Villeneuve-le-Roi;46307;Villeneuve-le-Roi;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;657818.8642;6849010.005;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Villeneuve-le-Roi
48.953148386662015, 2.6031353051184487;"{""coordinates"": [2.603135305118449, 48.953148386662015], ""type"": ""Point""}";904;Villeparisis-Mitry-le-Neuf;Villeparisis-Mitry-le-Neuf;;;68916;Villeparisis - Mitry-le-Neuf;46725;Villeparisis - Mitry-le-Neuf;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1;0;670934.6343;6872649.501;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Villeparisis-Mitry-le-Neuf
48.82365326782841, 1.992864535155556;"{""coordinates"": [1.992864535155556, 48.82365326782841], ""type"": ""Point""}";906;Villepreux-les-Clayes;Villepreux-les-Clayes;;;64145;Villepreux - Les Clayes;43221;Villepreux - Les Clayes;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;626057.9805;6858648.388;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Villepreux-les-Clayes
48.18643720866052, 1.3862450209435095;"{""coordinates"": [1.38624502094351, 48.18643720866052], ""type"": ""Point""}";1035;Bonneval;Bonneval;;;411447;Bonneval;411446;Bonneval;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;580078.5903;6788567.706;;Bonneval
48.342613679242184, 3.0717464537431383;"{""coordinates"": [3.071746453743138, 48.342613679242184], ""type"": ""Point""}";1038;Villeneuve-la-Guyard;Villeneuve-la-Guyard;;;411465;Villeneuve-la-Guyard;411464;Villeneuve-la-Guyard;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NR;NR;GL;GL;GL;SNCF;0;0;705316.2236;6804702.417;;Villeneuve-la-Guyard
48.76835208273602, 1.5136372448870379;"{""coordinates"": [1.513637244887038, 48.76835208273602], ""type"": ""Point""}";1048;Marchezais - Broué;Marchezais - Broué;;;411496;Marchezais - Broué;411495;Marchezais - Broué;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;0;0;590761.7489;6853056.109;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Marchezais - Broué
49.26394414358555, 2.4689141153510383;"{""coordinates"": [2.468914115351038, 49.26394414358555], ""type"": ""Point""}";1054;Creil;Creil;;;411441;Creil;411440;Creil;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN H;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;0;0;661337.2338;6907273.654;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Creil
49.23101805924463, 2.8873667049758613;"{""coordinates"": [2.887366704975861, 49.23101805924463], ""type"": ""Point""}";1063;Crépy-en-Valois;Crépy-en-Valois;;;411397;Crépy-en-Valois;411396;Crépy-en-Valois;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN K;0;0;0;0;0;A02175;C01738;TRAIN K;K;TRAIN K;SNCF;0;0;691795.0734;6903486.891;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;Crépy-en-Valois
49.096120808902135, 2.7446862074424234;"{""coordinates"": [2.744686207442423, 49.096120808902135], ""type"": ""Point""}";1066;Le Plessis-Belleville;Le Plessis-Belleville;;;411406;Le Plessis-Belleville;411405;Le Plessis-Belleville;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02175;C01738;TRAIN K;K;TRAIN K;SNCF;0;0;681352.8292;6888506.909;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;Le Plessis-Belleville
48.86251523405467, 2.3457858600391805;"{""coordinates"": [2.345785860039181, 48.86251523405467], ""type"": ""Point""}";460;Les Halles;Les Halles;;;474151;Les Halles;45102;Châtelet les Halles;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1;0;652003.8587;6862696.863;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Les Halles
48.72902398422169, 2.369913227510133;"{""coordinates"": [2.369913227510133, 48.72902398422169], ""type"": ""Point""}";9;Orly 4;Orly 4;;;63278;Aéroport Orly 4 (Terminal Sud);473873;Aéroport Orly 4 (Terminal Sud);0;VAL;0;0;0;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;A01551;C01388;ORLYVAL;ORL;ORLYVAL;RATP Dev;1;1;653655.4768;6847840.18;;Orly 4
48.76956333276678, 2.309905064564246;"{""coordinates"": [2.309905064564246, 48.76956333276678], ""type"": ""Point""}";622;Parc de Sceaux;Parc de Sceaux;;;69906;Parc de Sceaux;43177;Parc de Sceaux;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;649281.2192;6852384.251;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Parc de Sceaux
48.267758109012505, 2.6856470899397507;"{""coordinates"": [2.685647089939751, 48.267758109012505], ""type"": ""Point""}";588;Nemours-Saint-Pierre;Nemours-Saint-Pierre;;;61218;Nemours - Saint-Pierre;43245;Nemours - Saint-Pierre;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1;0;676674.2126;6796426.598;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Nemours-Saint-Pierre
48.565072940114796, 2.5426094498060046;"{""coordinates"": [2.542609449806005, 48.565072940114796], ""type"": ""Point""}";819;Saint-Fargeau;Saint-Fargeau;;;62172;Saint-Fargeau;45814;Saint-Fargeau;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1;0;666251.9841;6829525.786;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Saint-Fargeau
48.805477790854226, 2.1676690319603966;"{""coordinates"": [2.167669031960397, 48.805477790854226], ""type"": ""Point""}";914;Viroflay Rive Droite;Viroflay Rive Droite;;;422420;Viroflay Rive Droite;46689;Viroflay Rive Droite;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;0;638869.9754;6856478.068;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Viroflay Rive Droite
48.867366224900216, 2.0512820494280524;"{""coordinates"": [2.051282049428052, 48.867366224900216], ""type"": ""Point""}";831;Saint-Nom-la-Bretèche - Forêt de Marly;Saint-Nom-la-Bretèche - Forêt de Marly;;;64382;Saint-Nom-la-Bretèche Forêt de Marly;47954;Saint-Nom-la-Bretèche Forêt de Marly;0;TRAIN;1;1;0;0;0;0;0;0;TRAIN L;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1;1;630367.922;6863503.34;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Saint-Nom-la-Bretèche - Forêt de Marly
48.95065109216966, 2.232534008705971;"{""coordinates"": [2.232534008705971, 48.95065109216966], ""type"": ""Point""}";867;Val d'Argenteuil;Val d'Argenteuil;;;65110;Val d'Argenteuil;43212;Val d'Argenteuil;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1;0;643790.6826;6872571.911;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Val d'Argenteuil
48.14721803899384, 2.7627283885437963;"{""coordinates"": [2.762728388543796, 48.14721803899384], ""type"": ""Point""}";1049;Dordives;Dordives;;;74077;Dordives;58955;Dordives;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;0;0;682353.5668;6783010.164;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Dordives
48.85697199492771, 2.2747933246088805;"{""coordinates"": [2.274793324608881, 48.85697199492771], ""type"": ""Point""}";97;Boulainvilliers;Boulainvilliers;;;71229;Boulainvilliers;45453;Boulainvilliers;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;646790;6862126;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Boulainvilliers
48.700883318125356, 2.3069926058508763;"{""coordinates"": [2.306992605850876, 48.700883318125356], ""type"": ""Point""}";184;Chilly-Mazarin;Chilly-Mazarin;;;62939;Chilly-Mazarin;43109;Chilly-Mazarin;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;649000.1561;6844750.361;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Chilly-Mazarin
48.73488814642407, 2.2740024044842477;"{""coordinates"": [2.274002404484248, 48.73488814642407], ""type"": ""Point""}";523;Massy-Verrières;Massy-Verrières;;;63320;Massy - Verrières;47940;Massy - Verrières;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1;0;646607.1661;6848552.723;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Massy-Verrières
48.81488431329362, 2.2409192948665346;"{""coordinates"": [2.240919294866535, 48.81488431329362], ""type"": ""Point""}";538;Meudon;Meudon;;;70515;Meudon;43162;Meudon;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1;0;644259.6756;6857469.722;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Meudon
48.853532899799006, 2.3452883321974305;"{""coordinates"": [2.34528833219743, 48.853532899799006], ""type"": ""Point""}";828;Saint-Michel;Saint-Michel;Notre-Dame;;73620;Saint-Michel Notre-Dame;44877;Saint-Michel Notre-Dame;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;0;651959.0773;6861698.408;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Michel
48.84734036324943, 2.432434660260661;"{""coordinates"": [2.432434660260661, 48.84734036324943], ""type"": ""Point""}";913;Vincennes;Vincennes;;;71651;Vincennes;43224;Vincennes;0;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1;0;658348.5648;6860960.359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Vincennes
48.79513817844253, 2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.79513817844253], ""type"": ""Point""}";887;Versailles-Chantiers;Versailles-Chantiers;;;63880;Versailles Chantiers;43219;Versailles Chantiers;0;RER;1;0;1;0;0;0;0;0;0;RER C;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1;1;636469.5949;6855354.143;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Versailles-Chantiers
48.09589243547059, 2.7721048119391085;"{""coordinates"": [2.772104811939109, 48.09589243547059], ""type"": ""Point""}";1050;Ferrières Fontenay;Ferrières Fontenay;;;411489;Ferrières - Fontenay;411488;Ferrières - Fontenay;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;0;0;683034.4489;6777304.272;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Ferrières Fontenay
48.968760792664234, 3.322797562570164;"{""coordinates"": [3.322797562570164, 48.968760792664234], ""type"": ""Point""}";1071;Nogent-l'Artaud-Charly;Nogent-l'Artaud-Charly;;;411385;Nogent-L'Artaud - Charly;411384;Nogent-L'Artaud - Charly;0;TRAIN;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;0;0;723633.8126;6874360.955;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Nogent-l'Artaud-Charly
48.874748649759134, 2.2955602562131467;"{""coordinates"": [2.295560256213147, 48.874748649759134], ""type"": ""Point""}";154;Charles De Gaulle-Étoile;Charles De Gaulle-Étoile;;;71347;Charles-de-Gaulle Étoile;58759;Charles-de-Gaulle Étoile;0;METRO;0;0;0;1;0;0;0;0;0;0;METRO 6;0;0;0;A01539;C01376;METRO 6;6;METRO 6;RATP;1;0;648331.3084;6864088.819;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Charles De Gaulle-Étoile
48.89425226131803, 2.313772157405782;"{""coordinates"": [2.313772157405782, 48.89425226131803], ""type"": ""Point""}";689;Porte de Clichy;Porte de Clichy;;;71545;Porte de Clichy;44514;Porte de Clichy;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1;0;649685.914;6866245.734;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Porte de Clichy
48.80570415393736, 2.169070049430457;"{""coordinates"": [2.169070049430457, 48.80570415393736], ""type"": ""Point""}";1200;Viroflay Rive Droite;Viroflay Rive Droite;;;422420;Viroflay Rive Droite;46689;Viroflay Rive Droite;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;TRAM 6;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1;0;638973.1333;6856502.152;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Viroflay Rive Droite
48.95456256185859, 2.302305082030493;"{""coordinates"": [2.302305082030493, 48.95456256185859], ""type"": ""Point""}";1201;Épinay-sur-Seine;Épinay-sur-Seine;;;72383;Épinay-sur-Seine;43077;Épinay-sur-Seine;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02225;C01999;TRAM 11;11;TRAM 11;SNCF;1;0;648904.4295;6872959.459;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/64d44c24623a56d07a336c8d92d1edda;Épinay-sur-Seine
48.93526614489839, 2.3478624077555326;"{""coordinates"": [2.347862407755533, 48.93526614489839], ""type"": ""Point""}";1181;Saint-Denis;Saint-Denis;;;72323;Saint-Denis;412743;Saint-Denis;0;TRAMWAY;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;TRAM 8;8;TRAM 8;RATP;1;0;652223.0122;6870785.177;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Saint-Denis
48.84074501520533, 2.2285369814916316;"{""coordinates"": [2.228536981491632, 48.84074501520533], ""type"": ""Point""}";100;Boulogne - Pont de Saint-Cloud;Boulogne - Pont de Saint-Cloud;Rhin et Danube;;70721;Boulogne Pont de Saint-Cloud / Rhin et Danube;42381;Boulogne Pont de Saint-Cloud - Albert Kahn;0;METRO;0;0;0;1;0;0;0;0;0;0;METRO 10;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1;0;643378.5475;6860353.904;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Boulogne - Pont de Saint-Cloud
48.85614071023419, 2.370209339755372;"{""coordinates"": [2.370209339755372, 48.85614071023419], ""type"": ""Point""}";107;Bréguet-Sabin;Bréguet-Sabin;;;73621;Bréguet-Sabin;42390;Bréguet-Sabin;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1;0;653789.9848;6861973.501;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bréguet-Sabin
48.86698310852867, 2.2900588335804875;"{""coordinates"": [2.290058833580487, 48.86698310852867], ""type"": ""Point""}";84;Boissière;Boissière;;;71301;Boissière;42359;Boissière;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;C01376;METRO 6;6;METRO 6;RATP;1;0;647920.0417;6863228.968;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Boissière
48.828188475392636, 2.3271646496078238;"{""coordinates"": [2.327164649607824, 48.828188475392636], ""type"": ""Point""}";10;Alésia;Alésia;;;71030;Alésia;42175;Alésia;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1;0;650605.2307;6858891.556;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Alésia
48.86532271075727, 2.3567298691737006;"{""coordinates"": [2.356729869173701, 48.86532271075727], ""type"": ""Point""}";27;Arts et Métiers;Arts et Métiers;;;71293;Arts et Métiers;42230;Arts et Métiers;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;C01381;METRO 11;11;METRO 11;RATP;1;0;652809.2865;6863002.436;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Arts et Métiers
48.84699703041569, 2.2950191304763625;"{""coordinates"": [2.295019130476363, 48.84699703041569], ""type"": ""Point""}";43;Avenue Émile Zola;Avenue Émile Zola;;;71158;Avenue Émile Zola;42265;Avenue Émile Zola;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1;0;648264.0691;6861003.443;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Avenue Émile Zola
48.88380394148038, 2.350612999325322;"{""coordinates"": [2.350612999325322, 48.88380394148038], ""type"": ""Point""}";49;Barbès-Rochechouart;Barbès-Rochechouart;;;71426;Barbès Rochechouart;42280;Barbès Rochechouart;0;METRO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1;0;652377.4596;6865061.093;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Barbès-Rochechouart
